date,sick,healed,died,region,code
2020-06-27,3753,2697,31,Алтайский край,ALT
2020-06-26,3676,2677,30,Алтайский край,ALT
2020-06-25,3600,2594,29,Алтайский край,ALT
2020-06-24,3522,2540,29,Алтайский край,ALT
2020-06-23,3445,2470,29,Алтайский край,ALT
2020-06-22,3371,2359,27,Алтайский край,ALT
2020-06-21,3298,2309,27,Алтайский край,ALT
2020-06-20,3226,2292,25,Алтайский край,ALT
2020-06-19,3153,2210,24,Алтайский край,ALT
2020-06-18,3078,2102,24,Алтайский край,ALT
2020-06-17,3010,1992,22,Алтайский край,ALT
2020-06-16,2939,1892,21,Алтайский край,ALT
2020-06-15,2867,1715,19,Алтайский край,ALT
2020-06-14,2795,1667,19,Алтайский край,ALT
2020-06-13,2726,1607,19,Алтайский край,ALT
2020-06-12,2659,1569,19,Алтайский край,ALT
2020-06-11,2593,1407,19,Алтайский край,ALT
2020-06-10,2524,1314,16,Алтайский край,ALT
2020-06-09,2458,1197,15,Алтайский край,ALT
2020-06-08,2390,1107,14,Алтайский край,ALT
2020-06-07,2319,1096,14,Алтайский край,ALT
2020-06-06,2255,1061,14,Алтайский край,ALT
2020-06-05,2192,966,13,Алтайский край,ALT
2020-06-04,2135,899,12,Алтайский край,ALT
2020-06-03,2066,866,12,Алтайский край,ALT
2020-06-02,1985,833,12,Алтайский край,ALT
2020-06-01,1915,805,12,Алтайский край,ALT
2020-05-31,1848,787,12,Алтайский край,ALT
2020-05-30,1779,767,12,Алтайский край,ALT
2020-05-29,1708,732,12,Алтайский край,ALT
2020-06-27,1610,690,9,Амурская область,AMU
2020-06-26,1572,667,9,Амурская область,AMU
2020-06-25,1528,609,9,Амурская область,AMU
2020-06-24,1490,597,7,Амурская область,AMU
2020-06-23,1444,575,7,Амурская область,AMU
2020-06-22,1399,540,7,Амурская область,AMU
2020-06-21,1340,520,7,Амурская область,AMU
2020-06-20,1283,515,7,Амурская область,AMU
2020-06-19,1230,491,7,Амурская область,AMU
2020-06-18,1181,480,7,Амурская область,AMU
2020-06-17,1138,449,7,Амурская область,AMU
2020-06-16,1100,409,6,Амурская область,AMU
2020-06-15,1062,371,6,Амурская область,AMU
2020-06-14,1018,359,6,Амурская область,AMU
2020-06-13,973,350,5,Амурская область,AMU
2020-06-12,914,345,5,Амурская область,AMU
2020-06-11,873,325,5,Амурская область,AMU
2020-06-10,835,296,5,Амурская область,AMU
2020-06-09,796,261,5,Амурская область,AMU
2020-06-08,748,252,5,Амурская область,AMU
2020-06-07,702,252,5,Амурская область,AMU
2020-06-06,657,249,5,Амурская область,AMU
2020-06-05,615,228,5,Амурская область,AMU
2020-06-04,588,216,5,Амурская область,AMU
2020-06-03,566,198,5,Амурская область,AMU
2020-06-02,546,188,5,Амурская область,AMU
2020-06-01,528,167,5,Амурская область,AMU
2020-05-31,506,163,5,Амурская область,AMU
2020-05-30,486,161,5,Амурская область,AMU
2020-05-29,461,151,5,Амурская область,AMU
2020-06-27,5225,2463,50,Архангельская область,ARK
2020-06-26,5107,2383,39,Архангельская область,ARK
2020-06-25,4992,2295,37,Архангельская область,ARK
2020-06-24,4875,2178,35,Архангельская область,ARK
2020-06-23,4755,1996,33,Архангельская область,ARK
2020-06-22,4631,1792,32,Архангельская область,ARK
2020-06-21,4524,1745,30,Архангельская область,ARK
2020-06-20,4395,1660,27,Архангельская область,ARK
2020-06-19,4274,1512,27,Архангельская область,ARK
2020-06-18,4156,1393,25,Архангельская область,ARK
2020-06-17,4035,1296,19,Архангельская область,ARK
2020-06-16,3912,1188,19,Архангельская область,ARK
2020-06-15,3803,1068,19,Архангельская область,ARK
2020-06-14,3696,1054,19,Архангельская область,ARK
2020-06-13,3587,1043,16,Архангельская область,ARK
2020-06-12,3474,1028,16,Архангельская область,ARK
2020-06-11,3362,985,15,Архангельская область,ARK
2020-06-10,3217,944,13,Архангельская область,ARK
2020-06-09,3085,897,10,Архангельская область,ARK
2020-06-08,2989,858,10,Архангельская область,ARK
2020-06-07,2868,853,9,Архангельская область,ARK
2020-06-06,2746,844,9,Архангельская область,ARK
2020-06-05,2621,779,9,Архангельская область,ARK
2020-06-04,2496,737,8,Архангельская область,ARK
2020-06-03,2363,698,7,Архангельская область,ARK
2020-06-02,2124,659,7,Архангельская область,ARK
2020-06-01,2068,606,5,Архангельская область,ARK
2020-05-31,1933,587,5,Архангельская область,ARK
2020-05-30,1796,587,5,Архангельская область,ARK
2020-05-29,1638,543,5,Архангельская область,ARK
2020-06-27,3382,2298,30,Астраханская область,AST
2020-06-26,3347,2272,29,Астраханская область,AST
2020-06-25,3307,2220,29,Астраханская область,AST
2020-06-24,3275,2203,29,Астраханская область,AST
2020-06-23,3242,2157,28,Астраханская область,AST
2020-06-22,3206,2093,28,Астраханская область,AST
2020-06-21,3158,2076,28,Астраханская область,AST
2020-06-20,3103,2053,27,Астраханская область,AST
2020-06-19,3046,2000,27,Астраханская область,AST
2020-06-18,2987,1978,26,Астраханская область,AST
2020-06-17,2927,1875,25,Астраханская область,AST
2020-06-16,2862,1807,25,Астраханская область,AST
2020-06-15,2794,1702,24,Астраханская область,AST
2020-06-14,2733,1678,24,Астраханская область,AST
2020-06-13,2674,1639,24,Астраханская область,AST
2020-06-12,2630,1560,24,Астраханская область,AST
2020-06-11,2586,1535,23,Астраханская область,AST
2020-06-10,2501,1438,23,Астраханская область,AST
2020-06-09,2420,1362,22,Астраханская область,AST
2020-06-08,2337,1294,22,Астраханская область,AST
2020-06-07,2293,1263,22,Астраханская область,AST
2020-06-06,2233,1225,22,Астраханская область,AST
2020-06-05,2172,1166,20,Астраханская область,AST
2020-06-04,2097,1120,19,Астраханская область,AST
2020-06-03,2004,1052,19,Астраханская область,AST
2020-06-02,1937,1014,19,Астраханская область,AST
2020-06-01,1883,937,16,Астраханская область,AST
2020-05-31,1752,920,15,Астраханская область,AST
2020-05-30,1693,899,15,Астраханская область,AST
2020-05-29,1654,855,15,Астраханская область,AST
2020-06-27,4331,3267,42,Белгородская область,BEL
2020-06-26,4261,3211,42,Белгородская область,BEL
2020-06-25,4189,3116,42,Белгородская область,BEL
2020-06-24,4120,3103,42,Белгородская область,BEL
2020-06-23,4048,2824,41,Белгородская область,BEL
2020-06-22,3976,2711,39,Белгородская область,BEL
2020-06-21,3896,2698,38,Белгородская область,BEL
2020-06-20,3820,2678,38,Белгородская область,BEL
2020-06-19,3747,2596,38,Белгородская область,BEL
2020-06-18,3666,2504,38,Белгородская область,BEL
2020-06-17,3592,2397,36,Белгородская область,BEL
2020-06-16,3514,2264,36,Белгородская область,BEL
2020-06-15,3442,2106,36,Белгородская область,BEL
2020-06-14,3364,2083,36,Белгородская область,BEL
2020-06-13,3284,2056,34,Белгородская область,BEL
2020-06-12,3207,2035,33,Белгородская область,BEL
2020-06-11,3137,1878,33,Белгородская область,BEL
2020-06-10,3061,1608,32,Белгородская область,BEL
2020-06-09,2988,1467,28,Белгородская область,BEL
2020-06-08,2913,1356,27,Белгородская область,BEL
2020-06-07,2840,1337,27,Белгородская область,BEL
2020-06-06,2769,1326,25,Белгородская область,BEL
2020-06-05,2695,1236,22,Белгородская область,BEL
2020-06-04,2624,1151,22,Белгородская область,BEL
2020-06-03,2548,1082,22,Белгородская область,BEL
2020-06-02,2471,999,20,Белгородская область,BEL
2020-06-01,2392,915,19,Белгородская область,BEL
2020-05-31,2310,910,19,Белгородская область,BEL
2020-05-30,2223,876,18,Белгородская область,BEL
2020-05-29,2140,805,18,Белгородская область,BEL
2020-06-27,6011,4357,34,Брянская область,BRY
2020-06-26,5941,4292,34,Брянская область,BRY
2020-06-25,5870,4272,34,Брянская область,BRY
2020-06-24,5801,4216,34,Брянская область,BRY
2020-06-23,5729,4170,34,Брянская область,BRY
2020-06-22,5655,4138,34,Брянская область,BRY
2020-06-21,5579,4065,32,Брянская область,BRY
2020-06-20,5498,4034,32,Брянская область,BRY
2020-06-19,5421,3969,32,Брянская область,BRY
2020-06-18,5345,3904,32,Брянская область,BRY
2020-06-17,5270,3839,32,Брянская область,BRY
2020-06-16,5183,3761,32,Брянская область,BRY
2020-06-15,5098,3688,32,Брянская область,BRY
2020-06-14,5011,3609,32,Брянская область,BRY
2020-06-13,4920,3519,32,Брянская область,BRY
2020-06-12,4825,3431,32,Брянская область,BRY
2020-06-11,4732,3316,32,Брянская область,BRY
2020-06-10,4641,3217,31,Брянская область,BRY
2020-06-09,4551,3120,31,Брянская область,BRY
2020-06-08,4458,3021,31,Брянская область,BRY
2020-06-07,4364,2917,31,Брянская область,BRY
2020-06-06,4269,2818,31,Брянская область,BRY
2020-06-05,4174,2720,31,Брянская область,BRY
2020-06-04,4078,2623,31,Брянская область,BRY
2020-06-03,3982,2522,31,Брянская область,BRY
2020-06-02,3885,2422,31,Брянская область,BRY
2020-06-01,3787,2321,31,Брянская область,BRY
2020-05-31,3685,2217,31,Брянская область,BRY
2020-05-30,3578,2109,31,Брянская область,BRY
2020-05-29,3473,2006,31,Брянская область,BRY
2020-06-27,4214,2543,61,Владимирская область,VLA
2020-06-26,4160,2473,59,Владимирская область,VLA
2020-06-25,4109,2412,55,Владимирская область,VLA
2020-06-24,4056,2371,55,Владимирская область,VLA
2020-06-23,4006,2278,54,Владимирская область,VLA
2020-06-22,3954,2247,52,Владимирская область,VLA
2020-06-21,3903,2206,51,Владимирская область,VLA
2020-06-20,3850,2169,50,Владимирская область,VLA
2020-06-19,3795,2064,49,Владимирская область,VLA
2020-06-18,3739,1973,48,Владимирская область,VLA
2020-06-17,3685,1915,47,Владимирская область,VLA
2020-06-16,3629,1846,46,Владимирская область,VLA
2020-06-15,3569,1820,46,Владимирская область,VLA
2020-06-14,3512,1799,45,Владимирская область,VLA
2020-06-13,3453,1721,45,Владимирская область,VLA
2020-06-12,3390,1667,44,Владимирская область,VLA
2020-06-11,3324,1503,42,Владимирская область,VLA
2020-06-10,3260,1440,38,Владимирская область,VLA
2020-06-09,3205,1356,34,Владимирская область,VLA
2020-06-08,3151,1225,30,Владимирская область,VLA
2020-06-07,3089,1198,30,Владимирская область,VLA
2020-06-06,3026,1198,30,Владимирская область,VLA
2020-06-05,2966,1112,30,Владимирская область,VLA
2020-06-04,2908,988,27,Владимирская область,VLA
2020-06-03,2853,941,27,Владимирская область,VLA
2020-06-02,2797,839,24,Владимирская область,VLA
2020-06-01,2735,756,21,Владимирская область,VLA
2020-05-31,2676,732,21,Владимирская область,VLA
2020-05-30,2617,685,21,Владимирская область,VLA
2020-05-29,2554,567,20,Владимирская область,VLA
2020-06-27,6037,2839,36,Волгоградская область,VGG
2020-06-26,5935,2766,35,Волгоградская область,VGG
2020-06-25,5825,2691,35,Волгоградская область,VGG
2020-06-24,5724,2612,34,Волгоградская область,VGG
2020-06-23,5622,2454,34,Волгоградская область,VGG
2020-06-22,5518,2345,33,Волгоградская область,VGG
2020-06-21,5410,2328,33,Волгоградская область,VGG
2020-06-20,5312,2289,32,Волгоградская область,VGG
2020-06-19,5207,2204,32,Волгоградская область,VGG
2020-06-18,5100,2128,31,Волгоградская область,VGG
2020-06-17,4991,1977,31,Волгоградская область,VGG
2020-06-16,4887,1859,29,Волгоградская область,VGG
2020-06-15,4783,1755,29,Волгоградская область,VGG
2020-06-14,4677,1740,27,Волгоградская область,VGG
2020-06-13,4569,1739,27,Волгоградская область,VGG
2020-06-12,4460,1732,25,Волгоградская область,VGG
2020-06-11,4346,1627,25,Волгоградская область,VGG
2020-06-10,4238,1551,24,Волгоградская область,VGG
2020-06-09,4122,1498,24,Волгоградская область,VGG
2020-06-08,4030,1428,23,Волгоградская область,VGG
2020-06-07,3913,1401,23,Волгоградская область,VGG
2020-06-06,3794,1400,21,Волгоградская область,VGG
2020-06-05,3669,1321,21,Волгоградская область,VGG
2020-06-04,3541,1235,21,Волгоградская область,VGG
2020-06-03,3432,1165,20,Волгоградская область,VGG
2020-06-02,3334,1097,20,Волгоградская область,VGG
2020-06-01,3215,1031,20,Волгоградская область,VGG
2020-05-31,3026,1023,19,Волгоградская область,VGG
2020-05-30,2868,981,18,Волгоградская область,VGG
2020-05-29,2714,912,18,Волгоградская область,VGG
2020-06-27,1546,1137,17,Вологодская область,VLG
2020-06-26,1526,1110,17,Вологодская область,VLG
2020-06-25,1508,1087,17,Вологодская область,VLG
2020-06-24,1487,1078,17,Вологодская область,VLG
2020-06-23,1466,1042,17,Вологодская область,VLG
2020-06-22,1445,1020,16,Вологодская область,VLG
2020-06-21,1428,997,16,Вологодская область,VLG
2020-06-20,1408,966,16,Вологодская область,VLG
2020-06-19,1386,930,16,Вологодская область,VLG
2020-06-18,1359,863,15,Вологодская область,VLG
2020-06-17,1335,825,14,Вологодская область,VLG
2020-06-16,1317,799,14,Вологодская область,VLG
2020-06-15,1302,781,13,Вологодская область,VLG
2020-06-14,1284,760,13,Вологодская область,VLG
2020-06-13,1254,748,13,Вологодская область,VLG
2020-06-12,1221,693,13,Вологодская область,VLG
2020-06-11,1189,661,13,Вологодская область,VLG
2020-06-10,1159,617,13,Вологодская область,VLG
2020-06-09,1137,567,11,Вологодская область,VLG
2020-06-08,1111,542,11,Вологодская область,VLG
2020-06-07,1084,532,11,Вологодская область,VLG
2020-06-06,1056,508,11,Вологодская область,VLG
2020-06-05,1035,489,11,Вологодская область,VLG
2020-06-04,1018,466,11,Вологодская область,VLG
2020-06-03,998,439,11,Вологодская область,VLG
2020-06-02,979,380,7,Вологодская область,VLG
2020-06-01,952,357,7,Вологодская область,VLG
2020-05-31,929,348,7,Вологодская область,VLG
2020-05-30,882,332,7,Вологодская область,VLG
2020-05-29,860,320,7,Вологодская область,VLG
2020-06-27,7036,4220,35,Воронежская область,VOR
2020-06-26,6846,4174,34,Воронежская область,VOR
2020-06-25,6653,4065,33,Воронежская область,VOR
2020-06-24,6457,4047,33,Воронежская область,VOR
2020-06-23,6259,3640,31,Воронежская область,VOR
2020-06-22,6062,3178,30,Воронежская область,VOR
2020-06-21,5863,3088,30,Воронежская область,VOR
2020-06-20,5663,3044,30,Воронежская область,VOR
2020-06-19,5461,2861,30,Воронежская область,VOR
2020-06-18,5258,2616,28,Воронежская область,VOR
2020-06-17,5062,2397,27,Воронежская область,VOR
2020-06-16,4861,2116,24,Воронежская область,VOR
2020-06-15,4660,2016,22,Воронежская область,VOR
2020-06-14,4440,1986,22,Воронежская область,VOR
2020-06-13,4221,1953,21,Воронежская область,VOR
2020-06-12,3993,1944,21,Воронежская область,VOR
2020-06-11,3766,1859,19,Воронежская область,VOR
2020-06-10,3527,1817,17,Воронежская область,VOR
2020-06-09,3285,1739,16,Воронежская область,VOR
2020-06-08,3065,1699,16,Воронежская область,VOR
2020-06-07,2837,1692,16,Воронежская область,VOR
2020-06-06,2698,1688,16,Воронежская область,VOR
2020-06-05,2592,1624,16,Воронежская область,VOR
2020-06-04,2466,1595,16,Воронежская область,VOR
2020-06-03,2361,1567,16,Воронежская область,VOR
2020-06-02,2234,1499,16,Воронежская область,VOR
2020-06-01,2139,1433,15,Воронежская область,VOR
2020-05-31,2028,1419,15,Воронежская область,VOR
2020-05-30,1946,1413,15,Воронежская область,VOR
2020-05-29,1857,1342,15,Воронежская область,VOR
2020-06-27,417,345,5,Еврейская автономная область,YEV
2020-06-26,413,338,5,Еврейская автономная область,YEV
2020-06-25,408,332,5,Еврейская автономная область,YEV
2020-06-24,404,332,5,Еврейская автономная область,YEV
2020-06-23,400,328,5,Еврейская автономная область,YEV
2020-06-22,399,316,5,Еврейская автономная область,YEV
2020-06-21,397,315,5,Еврейская автономная область,YEV
2020-06-20,394,315,5,Еврейская автономная область,YEV
2020-06-19,390,308,5,Еврейская автономная область,YEV
2020-06-18,386,297,5,Еврейская автономная область,YEV
2020-06-17,382,289,5,Еврейская автономная область,YEV
2020-06-16,378,278,4,Еврейская автономная область,YEV
2020-06-15,374,278,4,Еврейская автономная область,YEV
2020-06-14,374,278,4,Еврейская автономная область,YEV
2020-06-13,371,276,4,Еврейская автономная область,YEV
2020-06-12,367,275,4,Еврейская автономная область,YEV
2020-06-11,363,263,4,Еврейская автономная область,YEV
2020-06-10,356,261,4,Еврейская автономная область,YEV
2020-06-09,350,256,4,Еврейская автономная область,YEV
2020-06-08,347,250,4,Еврейская автономная область,YEV
2020-06-07,343,249,4,Еврейская автономная область,YEV
2020-06-06,336,249,4,Еврейская автономная область,YEV
2020-06-05,329,247,4,Еврейская автономная область,YEV
2020-06-04,323,240,4,Еврейская автономная область,YEV
2020-06-03,317,229,4,Еврейская автономная область,YEV
2020-06-02,314,211,3,Еврейская автономная область,YEV
2020-06-01,314,198,3,Еврейская автономная область,YEV
2020-05-31,309,198,3,Еврейская автономная область,YEV
2020-05-30,299,198,3,Еврейская автономная область,YEV
2020-05-29,288,184,3,Еврейская автономная область,YEV
2020-06-27,2916,1826,41,Забайкальский край,ZAB
2020-06-26,2854,1723,41,Забайкальский край,ZAB
2020-06-25,2793,1656,41,Забайкальский край,ZAB
2020-06-24,2738,1608,40,Забайкальский край,ZAB
2020-06-23,2667,1556,40,Забайкальский край,ZAB
2020-06-22,2596,1467,40,Забайкальский край,ZAB
2020-06-21,2527,1440,40,Забайкальский край,ZAB
2020-06-20,2458,1430,40,Забайкальский край,ZAB
2020-06-19,2391,1352,40,Забайкальский край,ZAB
2020-06-18,2325,1307,40,Забайкальский край,ZAB
2020-06-17,2263,1242,40,Забайкальский край,ZAB
2020-06-16,2174,1178,40,Забайкальский край,ZAB
2020-06-15,2081,1130,40,Забайкальский край,ZAB
2020-06-14,1996,1123,40,Забайкальский край,ZAB
2020-06-13,1907,1109,40,Забайкальский край,ZAB
2020-06-12,1841,1076,40,Забайкальский край,ZAB
2020-06-11,1765,996,38,Забайкальский край,ZAB
2020-06-10,1704,951,32,Забайкальский край,ZAB
2020-06-09,1634,942,31,Забайкальский край,ZAB
2020-06-08,1551,862,29,Забайкальский край,ZAB
2020-06-07,1471,837,27,Забайкальский край,ZAB
2020-06-06,1398,807,27,Забайкальский край,ZAB
2020-06-05,1321,750,26,Забайкальский край,ZAB
2020-06-04,1257,708,24,Забайкальский край,ZAB
2020-06-03,1218,633,22,Забайкальский край,ZAB
2020-06-02,1165,576,21,Забайкальский край,ZAB
2020-06-01,1136,548,20,Забайкальский край,ZAB
2020-05-31,1097,538,20,Забайкальский край,ZAB
2020-05-30,1052,513,19,Забайкальский край,ZAB
2020-05-29,1019,470,18,Забайкальский край,ZAB
2020-06-27,4479,2836,40,Ивановская область,IVA
2020-06-26,4405,2763,40,Ивановская область,IVA
2020-06-25,4330,2643,39,Ивановская область,IVA
2020-06-24,4253,2630,37,Ивановская область,IVA
2020-06-23,4176,2498,35,Ивановская область,IVA
2020-06-22,4098,2340,35,Ивановская область,IVA
2020-06-21,4017,2276,35,Ивановская область,IVA
2020-06-20,3934,2275,35,Ивановская область,IVA
2020-06-19,3853,2035,34,Ивановская область,IVA
2020-06-18,3768,1756,32,Ивановская область,IVA
2020-06-17,3685,1676,31,Ивановская область,IVA
2020-06-16,3599,1511,30,Ивановская область,IVA
2020-06-15,3508,1388,27,Ивановская область,IVA
2020-06-14,3417,1378,27,Ивановская область,IVA
2020-06-13,3323,1351,27,Ивановская область,IVA
2020-06-12,3228,1348,27,Ивановская область,IVA
2020-06-11,3130,1307,25,Ивановская область,IVA
2020-06-10,3031,1238,25,Ивановская область,IVA
2020-06-09,2930,1196,25,Ивановская область,IVA
2020-06-08,2822,1091,22,Ивановская область,IVA
2020-06-07,2705,1064,22,Ивановская область,IVA
2020-06-06,2577,1063,22,Ивановская область,IVA
2020-06-05,2447,997,20,Ивановская область,IVA
2020-06-04,2322,963,20,Ивановская область,IVA
2020-06-03,2205,928,18,Ивановская область,IVA
2020-06-02,2140,864,18,Ивановская область,IVA
2020-06-01,2057,786,18,Ивановская область,IVA
2020-05-31,1977,783,18,Ивановская область,IVA
2020-05-30,1900,783,18,Ивановская область,IVA
2020-05-29,1813,707,18,Ивановская область,IVA
2020-06-27,6575,2330,55,Иркутская область,IRK
2020-06-26,6338,2254,50,Иркутская область,IRK
2020-06-25,6128,2117,44,Иркутская область,IRK
2020-06-24,5919,2059,42,Иркутская область,IRK
2020-06-23,5726,1953,40,Иркутская область,IRK
2020-06-22,5528,1778,40,Иркутская область,IRK
2020-06-21,5334,1698,40,Иркутская область,IRK
2020-06-20,5143,1624,40,Иркутская область,IRK
2020-06-19,4950,1509,31,Иркутская область,IRK
2020-06-18,4786,1432,27,Иркутская область,IRK
2020-06-17,4653,1349,24,Иркутская область,IRK
2020-06-16,4474,1178,22,Иркутская область,IRK
2020-06-15,4155,1062,20,Иркутская область,IRK
2020-06-14,4028,1010,20,Иркутская область,IRK
2020-06-13,3819,1002,20,Иркутская область,IRK
2020-06-12,3656,980,20,Иркутская область,IRK
2020-06-11,3505,948,20,Иркутская область,IRK
2020-06-10,3265,892,20,Иркутская область,IRK
2020-06-09,3083,820,18,Иркутская область,IRK
2020-06-08,2877,725,16,Иркутская область,IRK
2020-06-07,2792,709,16,Иркутская область,IRK
2020-06-06,2613,638,16,Иркутская область,IRK
2020-06-05,2542,556,16,Иркутская область,IRK
2020-06-04,2447,506,15,Иркутская область,IRK
2020-06-03,2309,458,14,Иркутская область,IRK
2020-06-02,2189,405,13,Иркутская область,IRK
2020-06-01,1979,347,11,Иркутская область,IRK
2020-05-31,1750,331,11,Иркутская область,IRK
2020-05-30,1660,316,11,Иркутская область,IRK
2020-05-29,1498,301,11,Иркутская область,IRK
2020-06-27,4851,3096,50,Кабардино-Балкарская Республика,KB
2020-06-26,4791,3037,49,Кабардино-Балкарская Республика,KB
2020-06-25,4726,2945,48,Кабардино-Балкарская Республика,KB
2020-06-24,4656,2847,47,Кабардино-Балкарская Республика,KB
2020-06-23,4585,2729,47,Кабардино-Балкарская Республика,KB
2020-06-22,4511,2423,47,Кабардино-Балкарская Республика,KB
2020-06-21,4436,2334,45,Кабардино-Балкарская Республика,KB
2020-06-20,4361,2305,43,Кабардино-Балкарская Республика,KB
2020-06-19,4285,2254,42,Кабардино-Балкарская Республика,KB
2020-06-18,4209,2167,41,Кабардино-Балкарская Республика,KB
2020-06-17,4132,2102,40,Кабардино-Балкарская Республика,KB
2020-06-16,4055,2050,39,Кабардино-Балкарская Республика,KB
2020-06-15,3975,1962,39,Кабардино-Балкарская Республика,KB
2020-06-14,3895,1936,38,Кабардино-Балкарская Республика,KB
2020-06-13,3815,1886,35,Кабардино-Балкарская Республика,KB
2020-06-12,3734,1874,35,Кабардино-Балкарская Республика,KB
2020-06-11,3655,1838,34,Кабардино-Балкарская Республика,KB
2020-06-10,3576,1821,34,Кабардино-Балкарская Республика,KB
2020-06-09,3499,1753,33,Кабардино-Балкарская Республика,KB
2020-06-08,3424,1649,33,Кабардино-Балкарская Республика,KB
2020-06-07,3348,1625,31,Кабардино-Балкарская Республика,KB
2020-06-06,3272,1549,29,Кабардино-Балкарская Республика,KB
2020-06-05,3199,1502,27,Кабардино-Балкарская Республика,KB
2020-06-04,3126,1457,25,Кабардино-Балкарская Республика,KB
2020-06-03,3052,1362,23,Кабардино-Балкарская Республика,KB
2020-06-02,2978,1272,21,Кабардино-Балкарская Республика,KB
2020-06-01,2903,1195,20,Кабардино-Балкарская Республика,KB
2020-05-31,2827,1143,17,Кабардино-Балкарская Республика,KB
2020-05-30,2750,1054,16,Кабардино-Балкарская Республика,KB
2020-05-29,2673,983,14,Кабардино-Балкарская Республика,KB
2020-06-27,2411,1399,37,Калининградская область,KGD
2020-06-26,2392,1370,37,Калининградская область,KGD
2020-06-25,2373,1356,37,Калининградская область,KGD
2020-06-24,2356,1340,37,Калининградская область,KGD
2020-06-23,2348,1300,33,Калининградская область,KGD
2020-06-22,2321,1218,33,Калининградская область,KGD
2020-06-21,2292,1218,33,Калининградская область,KGD
2020-06-20,2262,1210,33,Калининградская область,KGD
2020-06-19,2227,1183,33,Калининградская область,KGD
2020-06-18,2195,1127,33,Калининградская область,KGD
2020-06-17,2161,1083,32,Калининградская область,KGD
2020-06-16,2124,1042,32,Калининградская область,KGD
2020-06-15,2112,986,31,Калининградская область,KGD
2020-06-14,2072,984,31,Калининградская область,KGD
2020-06-13,2027,979,31,Калининградская область,KGD
2020-06-12,1984,976,31,Калининградская область,KGD
2020-06-11,1946,950,30,Калининградская область,KGD
2020-06-10,1904,922,29,Калининградская область,KGD
2020-06-09,1858,847,25,Калининградская область,KGD
2020-06-08,1813,782,24,Калининградская область,KGD
2020-06-07,1776,779,24,Калининградская область,KGD
2020-06-06,1736,763,24,Калининградская область,KGD
2020-06-05,1700,740,24,Калининградская область,KGD
2020-06-04,1665,718,24,Калининградская область,KGD
2020-06-03,1642,698,24,Калининградская область,KGD
2020-06-02,1607,670,24,Калининградская область,KGD
2020-06-01,1553,630,24,Калининградская область,KGD
2020-05-31,1508,630,24,Калининградская область,KGD
2020-05-30,1460,629,24,Калининградская область,KGD
2020-05-29,1409,593,24,Калининградская область,KGD
2020-06-27,5880,3492,44,Калужская область,KLU
2020-06-26,5834,3450,44,Калужская область,KLU
2020-06-25,5788,3392,43,Калужская область,KLU
2020-06-24,5744,3322,43,Калужская область,KLU
2020-06-23,5694,3159,43,Калужская область,KLU
2020-06-22,5640,2967,43,Калужская область,KLU
2020-06-21,5580,2860,43,Калужская область,KLU
2020-06-20,5522,2853,42,Калужская область,KLU
2020-06-19,5462,2784,42,Калужская область,KLU
2020-06-18,5399,2740,41,Калужская область,KLU
2020-06-17,5321,2664,41,Калужская область,KLU
2020-06-16,5246,2609,39,Калужская область,KLU
2020-06-15,5169,2526,39,Калужская область,KLU
2020-06-14,5091,2485,39,Калужская область,KLU
2020-06-13,5011,2458,39,Калужская область,KLU
2020-06-12,4923,2444,39,Калужская область,KLU
2020-06-11,4829,2392,37,Калужская область,KLU
2020-06-10,4761,2318,36,Калужская область,KLU
2020-06-09,4691,2240,36,Калужская область,KLU
2020-06-08,4600,2119,36,Калужская область,KLU
2020-06-07,4511,2097,36,Калужская область,KLU
2020-06-06,4431,2024,35,Калужская область,KLU
2020-06-05,4357,1954,34,Калужская область,KLU
2020-06-04,4270,1812,34,Калужская область,KLU
2020-06-03,4179,1732,34,Калужская область,KLU
2020-06-02,4092,1614,32,Калужская область,KLU
2020-06-01,4009,1506,31,Калужская область,KLU
2020-05-31,3923,1494,31,Калужская область,KLU
2020-05-30,3834,1469,31,Калужская область,KLU
2020-05-29,3744,1364,31,Калужская область,KLU
2020-06-27,2052,763,28,Камчатский край,KAM
2020-06-26,2008,735,28,Камчатский край,KAM
2020-06-25,1969,710,28,Камчатский край,KAM
2020-06-24,1927,623,28,Камчатский край,KAM
2020-06-23,1834,600,28,Камчатский край,KAM
2020-06-22,1793,569,28,Камчатский край,KAM
2020-06-21,1755,551,22,Камчатский край,KAM
2020-06-20,1714,550,22,Камчатский край,KAM
2020-06-19,1662,542,22,Камчатский край,KAM
2020-06-18,1617,533,22,Камчатский край,KAM
2020-06-17,1575,511,10,Камчатский край,KAM
2020-06-16,1536,483,10,Камчатский край,KAM
2020-06-15,1496,439,10,Камчатский край,KAM
2020-06-14,1454,428,10,Камчатский край,KAM
2020-06-13,1409,415,10,Камчатский край,KAM
2020-06-12,1360,413,10,Камчатский край,KAM
2020-06-11,1306,402,10,Камчатский край,KAM
2020-06-10,1255,374,10,Камчатский край,KAM
2020-06-09,1214,314,10,Камчатский край,KAM
2020-06-08,1168,310,10,Камчатский край,KAM
2020-06-07,1125,306,10,Камчатский край,KAM
2020-06-06,1085,301,10,Камчатский край,KAM
2020-06-05,1033,298,10,Камчатский край,KAM
2020-06-04,984,289,8,Камчатский край,KAM
2020-06-03,949,286,8,Камчатский край,KAM
2020-06-02,916,269,8,Камчатский край,KAM
2020-06-01,881,267,8,Камчатский край,KAM
